Emotion,Suddenness,Goal_relevance,Conduciveness,Power,Urgency,Effort
Anxiety,0.00626,0.4212,0.00492,0.17821,0.8978,0.58305
Anxiety,0.07802,0.44113,0.02234,0.00349,0.99617,0.51014
Anxiety,0.0753,0.48469,0.00314,0.02119,0.90229,0.47155
Anxiety,0.04933,0.4519,0.00661,0.07823,0.96762,0.42066
Anxiety,0.06357,0.48131,0.06669,0.00066,0.90571,0.57397
Anxiety,0.0686,0.49882,0.03794,0.00237,0.80106,0.42225
Anxiety,0.04331,0.53047,0.0615,0.01236,0.8768,0.45767
Anxiety,0.03906,0.48516,0.04175,0.09744,0.99309,0.42017
Anxiety,0.21334,0.44659,0.04726,0.0708,0.84871,0.51838
Anxiety,0.14054,0.44045,0.02075,0.01214,0.95014,0.47411
Anxiety,0.05639,0.47523,0.09529,0.06308,0.85826,0.58803
Anxiety,0.09904,0.46198,0.00596,0.02964,0.82644,0.48635
Anxiety,0.04805,0.4426,0.00077,0.09749,0.82612,0.46443
Despair,0.92655,0.9757,0.07348,0.06369,0.98027,0.49161
Despair,0.98047,0.91506,0.01498,0.0347,0.81102,0.42535
Despair,0.99813,0.95115,0.00116,0.14439,0.96951,0.54151
Despair,0.92738,0.86105,0.11745,0.0518,0.95719,0.52005
Despair,0.98193,0.87393,0.01696,0.01219,0.90608,0.41018
Despair,0.98157,0.83752,0.04997,0.0252,0.98215,0.54752
Despair,0.88178,0.97156,0.05461,0.07671,0.98272,0.5176
Despair,0.9015,0.89174,0.04501,0.00089,0.84693,0.57185
Despair,0.87335,0.76008,0.02913,0.05207,0.98129,0.51366
Despair,0.9627,0.98938,0.06303,0.01898,0.84345,0.47097
Despair,0.94096,0.99997,0.0173,0.06776,0.81406,0.52368
Despair,0.98765,0.90601,0.0568,0.05191,0.80569,0.48735
Despair,0.98064,0.98809,0.05221,0.04362,0.89841,0.54747
Despair,0.93493,0.82121,0.05669,0.05198,0.83873,0.51983
Despair,0.90709,0.81265,0.04048,0.02927,0.84058,0.54209
Despair,0.99576,0.9838,0.03041,0.04737,0.85549,0.45524
Despair,0.91715,0.93608,0.05505,0.11629,0.80795,0.43512
Despair,0.88148,0.84269,0.03899,0.01521,0.80098,0.44598
Despair,0.85278,0.84834,0.04169,0.00052,0.92618,0.53493
Despair,0.95602,0.98586,0.07522,0.03237,0.80925,0.4631
Despair,0.91053,0.98872,0.00273,0.13477,0.90593,0.41131
Despair,0.91065,0.90153,0.03934,0.01065,0.9245,0.48755
Despair,0.91858,0.97467,0.06372,0.02748,0.82346,0.49645
Despair,0.82618,0.99629,0.07999,0.05598,0.82104,0.43463
Despair,0.94857,0.91616,0.02889,0.0355,0.82366,0.57015
Despair,0.99644,0.97133,0.09963,0.00936,0.96911,0.59723
Despair,0.80368,0.918,0.09481,0.12077,0.90837,0.55537
Despair,0.88853,0.90003,0.07103,0.04217,0.9952,0.59932
Despair,0.91332,0.92659,0.01062,0.0076,0.95293,0.41694
Despair,0.92958,0.99227,0.05992,0.03243,0.80251,0.45145
Despair,0.92802,0.91927,0.01256,0.02614,0.83112,0.43015
Despair,0.89138,0.84413,0.0161,0.04928,0.98195,0.42003
Despair,0.96219,0.99384,0.03933,0.03093,0.95334,0.58253
Despair,0.8935,0.96273,0.04335,0.00264,0.96341,0.57836
Despair,0.96932,0.78339,0.00305,0.03747,0.91294,0.45826
Despair,0.98677,0.88514,0.03157,0.03006,0.98795,0.54442
Despair,0.95535,0.94274,0.05039,0.06309,0.97177,0.48843
Despair,0.81171,0.99164,0.00636,0.00603,0.8226,0.51603
Despair,0.82582,0.96035,0.02436,0.03377,0.8695,0.52488
Despair,0.98824,0.90828,0.03371,0.02633,0.80145,0.52062
Despair,0.98001,0.91967,0.06858,0.01204,0.83344,0.48399
Despair,0.95448,0.97826,0.02469,0.06321,0.82702,0.49153
Despair,0.94959,0.90112,0.03551,0.02503,0.88611,0.4377
Despair,0.90691,0.94767,0.04362,0.01975,0.93834,0.50681
Despair,0.86635,0.85565,0.05079,0.01819,0.94764,0.43907
Despair,0.96204,0.89859,0.02896,0.00591,0.99713,0.43298
Despair,0.94684,0.98827,0.05548,0.01842,0.8083,0.48033
Despair,0.98307,0.933,0.00082,0.00915,0.96367,0.42543
Despair,0.91909,0.83509,0.02109,0.02138,0.80489,0.45645
Despair,0.92978,0.98,0.00965,0.01971,0.98272,0.52037
Despair,0.94806,0.99924,0.0266,0.08309,0.89314,0.59882
Despair,0.97774,0.84575,0.05611,0.08642,0.84377,0.51298
Despair,0.94194,0.96744,0.05007,0.00738,0.90719,0.49142
Despair,0.95781,0.93259,0.01553,0.00261,0.85657,0.58571
Despair,0.92061,0.84006,0.01493,0.09224,0.92607,0.593
Despair,0.97289,0.97977,0.05981,0.08438,0.93695,0.58882
Despair,0.95216,0.84018,0.00952,0.00811,0.82682,0.49251
Despair,0.94353,0.89496,0.07491,0.05851,0.89478,0.46523
Despair,0.96663,0.95921,0.04873,0.04666,0.81496,0.59997
Despair,0.69703,0.95069,0.04174,0.04478,0.96224,0.45158
Despair,0.94897,0.99534,0.04347,0.06972,0.95696,0.59007
Despair,0.96186,0.98514,0.02399,0.12162,0.9266,0.42669
Despair,0.85749,0.98272,0.04678,0.03903,0.80976,0.56299
Despair,0.96322,0.93671,0.01512,0.09323,0.90937,0.59556
Despair,0.94343,0.9358,0.08279,0.02206,0.89833,0.46842
Despair,0.90469,0.86897,0.01092,0.03711,0.93453,0.47681
Despair,0.94757,0.97179,0.02239,0.02207,0.81693,0.52974
Despair,0.9268,0.85847,0.03886,0.0205,0.92916,0.57803
Despair,0.9955,0.9537,0.05234,0.01313,0.88894,0.58894
Despair,0.98708,0.9548,0.06009,0.0294,0.84066,0.52283
Despair,0.94297,0.93756,0.05583,0.04766,0.96065,0.53064
Despair,0.81865,0.95979,0.06114,0.0926,0.92798,0.47319
Despair,0.96982,0.84445,0.02947,0.01615,0.812,0.5562
Despair,0.91952,0.99806,0.0729,0.05665,0.91313,0.44233
Despair,0.92278,0.90958,0.02021,0.10635,0.85387,0.5072
Despair,0.92993,0.91883,0.14338,0.02992,0.95285,0.45212
Despair,0.95535,0.94851,0.06068,0.00506,0.85926,0.58645
Despair,0.94933,0.76181,0.00016,0.0413,0.89872,0.45708
Despair,0.94812,0.85715,0.06055,0.02668,0.88744,0.51822
Despair,0.95115,0.95739,0.03477,0.00107,0.93109,0.41777
Despair,0.98669,0.92299,0.00363,0.06118,0.94656,0.53533
Despair,0.93532,0.93654,0.00375,0.0338,0.86835,0.43687
Despair,0.94767,0.97326,0.00145,0.05408,0.83658,0.53258
Despair,0.82889,0.98665,0.0505,0.09096,0.88861,0.42208
Despair,0.93432,0.8831,0.01559,0.02727,0.8271,0.41073
Despair,0.95438,0.87872,0.03259,0.11273,0.82759,0.47154
Despair,0.88872,0.98744,0.03952,0.03401,0.88343,0.54237
Despair,0.99973,0.98834,0.0299,0.07962,0.80442,0.49413
Despair,0.97344,0.88753,0.0465,0.04941,0.90804,0.42852
Despair,0.969,0.96131,0.01917,0.02039,0.93648,0.48703
Despair,0.85074,0.9824,0.06033,0.08667,0.94154,0.55891
Despair,0.90666,0.96877,0.00213,0.07534,0.97356,0.59435
Despair,0.93433,0.9373,0.00942,0.0585,0.85416,0.5645
Despair,0.97358,0.94081,0.06156,0.04201,0.90037,0.58064
Despair,0.98473,0.81728,0.00141,0.06862,0.88664,0.52104
Despair,0.99799,0.90959,0.00017,0.0097,0.88752,0.5125
Despair,0.88442,0.97535,0.09372,0.02903,0.84268,0.48793
Despair,0.8708,0.89594,0.06896,0.03037,0.80577,0.55619
Despair,0.85965,0.91278,0.03049,0.02826,0.92818,0.47291
Despair,0.95884,0.94181,0.0664,0.06055,0.81131,0.52418
Despair,0.91996,0.9972,0.05878,0.05839,0.89431,0.43697
Despair,0.9409,0.85816,0.03666,0.04032,0.8929,0.49664
Despair,0.87417,0.93596,0.03452,0.04546,0.96765,0.5349
Despair,0.97453,0.86502,0.04844,0.06684,0.85774,0.45176
Despair,0.90918,0.89375,0.03205,0.03312,0.94604,0.48094
Despair,0.90893,0.92121,0.09041,0.00573,0.88415,0.55945
Despair,0.97565,0.85586,0.0062,0.05251,0.84133,0.57474
Despair,0.91686,0.96838,0.03329,0.066,0.81744,0.46622
Despair,0.97477,0.99236,0.04601,0.0461,0.86045,0.54052
Despair,0.94181,0.99348,0.00135,0.04787,0.93748,0.51923
Despair,0.99045,0.91897,0.04061,0.0046,0.87782,0.46968
Despair,0.84867,0.86444,0.05081,0.08317,0.89672,0.51637
Despair,0.83431,0.85729,0.00325,0.05658,0.90334,0.48873
Despair,0.98884,0.97472,0.00802,0.10494,0.96525,0.51066
Despair,0.85629,0.99849,0.0403,0.04835,0.87207,0.55592
Despair,0.89467,0.97939,0.02919,0.10625,0.98641,0.50196
Despair,0.94898,0.85195,0.03542,0.05936,0.99091,0.51191
Despair,0.99215,0.92319,0.02058,0.05739,0.95981,0.42454
Despair,0.98511,0.96295,0.00868,0.01017,0.89141,0.53309
Despair,0.94511,0.9748,0.09069,0.06231,0.90559,0.58461
Despair,0.99351,0.87224,0.04368,0.05136,0.91179,0.4647
Despair,0.92288,0.9727,0.01123,0.00661,0.86755,0.4503
Despair,0.93877,0.94554,0.03323,0.00338,0.81693,0.44016
Despair,0.92059,0.9897,0.02826,0.02964,0.86731,0.41224
Despair,0.90037,0.98866,0.03589,0.12946,0.80805,0.45512
Despair,0.90431,0.98882,0.04813,0.00861,0.93927,0.45705
Despair,0.8855,0.82444,0.04055,0.02603,0.91716,0.53143
Despair,0.9747,0.94042,0.11951,0.0768,0.80374,0.49316
Despair,0.9059,0.99645,0.09603,0.041,0.90844,0.4075
Despair,0.91138,0.93022,0.02402,0.04521,0.81802,0.59691
Despair,0.94132,0.98419,0.05461,0.01491,0.93582,0.4452
Despair,0.93617,0.96635,0.04305,0.01395,0.9492,0.45462
Despair,0.92624,0.95817,0.0269,0.02184,0.85859,0.42623
Despair,0.82695,0.90382,0.01701,0.0128,0.98718,0.53134
Despair,0.87328,0.97644,0.03896,0.04361,0.97484,0.57471
Despair,0.94468,0.81183,0.01008,0.05902,0.83891,0.4409
Despair,0.96214,0.9386,0.02704,0.01878,0.90724,0.54463
Despair,0.94507,0.86879,0.07302,0.0045,0.91515,0.58477
Despair,0.95676,0.98584,0.00307,0.02536,0.94689,0.41616
Despair,0.90809,0.946,0.02643,0.08224,0.97123,0.56204
Despair,0.83025,0.86493,0.04155,0.03219,0.8168,0.45324
Despair,0.99147,0.92379,0.00715,0.04906,0.90245,0.48343
Despair,0.88203,0.92867,0.00594,0.01824,0.84477,0.41323
Despair,0.99466,0.91427,0.04305,0.00471,0.95156,0.42648
Despair,0.96106,0.92523,0.01269,0.00519,0.85112,0.57598
Despair,0.99151,0.89439,0.03135,0.05533,0.88832,0.51103
Despair,0.96222,0.87118,0.05525,0.02254,0.90273,0.44275
Despair,0.87629,0.82492,0.0701,0.05721,0.81303,0.54461
Despair,0.88647,0.96396,0.07957,0.0272,0.943,0.40578
Despair,0.91713,0.95451,0.07741,0.06627,0.96251,0.44956
Despair,0.90674,0.97757,0.07,0.08679,0.89924,0.54888
Despair,0.92878,0.87524,0.00479,0.03698,0.89623,0.43873
Despair,0.97573,0.93776,0.01634,0.05057,0.92508,0.5997
Despair,0.91546,0.8426,0.07828,0.07796,0.91909,0.54051
Despair,0.8624,0.97798,0.06635,0.08974,0.84893,0.54892
Despair,0.97011,0.95872,0.03099,0.07572,0.89221,0.43377
Despair,0.91898,0.91388,0.02322,0.03841,0.92081,0.56135
Despair,0.87259,0.88745,0.01412,0.06406,0.87392,0.52126
Despair,0.80018,0.98072,0.04108,0.0181,0.81338,0.44223
Despair,0.99578,0.87057,0.09272,0.01818,0.86667,0.42983
Despair,0.95053,0.78447,0.09612,0.00982,0.81693,0.53186
Despair,0.83063,0.97681,0.00853,0.03911,0.89367,0.59991
Despair,0.98495,0.99283,0.0224,0.08034,0.96525,0.58116
Despair,0.79852,0.98961,0.05411,0.06833,0.91263,0.54947
Despair,0.93362,0.88624,0.01741,0.02057,0.84983,0.49836
Despair,0.95647,0.96384,0.01607,0.01937,0.90671,0.49662
Despair,0.95652,0.9581,0.01564,0.07559,0.82804,0.44899
Despair,0.99027,0.99361,0.0657,0.01011,0.99742,0.467
Despair,0.95405,0.93109,0.02554,0.09392,0.90813,0.52992
Despair,0.99593,0.92974,0.06659,0.03494,0.86237,0.50564
Despair,0.9906,0.93978,0.00686,0.02832,0.89141,0.54486
Despair,0.95515,0.92902,0.00135,0.03627,0.8167,0.40207
Despair,0.8546,0.98959,0.0802,0.05169,0.85439,0.58902
Despair,0.82928,0.84476,0.05562,0.04829,0.99915,0.46878
Despair,0.94149,0.99403,0.01474,0.01466,0.8046,0.46617
Despair,0.97859,0.99424,0.01807,0.00621,0.81382,0.43526
Despair,0.88719,0.96927,0.02735,0.05882,0.86345,0.47934
Despair,0.93463,0.9159,0.0203,0.04603,0.97127,0.51011
Despair,0.96992,0.99565,0.10537,0.01179,0.81048,0.53505
Despair,0.97446,0.9519,0.0001,0.02881,0.89397,0.4745
Despair,0.86492,0.88,0.10416,0.01463,0.86715,0.45585
Despair,0.97888,0.96604,0.04387,0.05293,0.89997,0.53808
Despair,0.8906,0.81389,0.09709,0.05516,0.92648,0.58296
Despair,0.93124,0.98985,0.02176,0.03461,0.91148,0.42014
Despair,0.90339,0.91427,0.03765,0.03086,0.81828,0.46279
Despair,0.90217,0.84521,0.04413,0.02705,0.94361,0.56424
Despair,0.94385,0.94505,0.01244,0.0064,0.8538,0.59525
Despair,0.90993,0.96016,0.00384,0.01522,0.8454,0.47011
Despair,0.88075,0.82542,0.05645,0.10018,0.95691,0.53567
Despair,0.96356,0.93949,0.03567,0.02471,0.86217,0.51636
Despair,0.9729,0.94944,0.01627,0.08259,0.92771,0.5555
Despair,0.76801,0.957,0.02852,0.06744,0.84676,0.40231
Despair,0.98322,0.98103,0.00603,0.01293,0.85847,0.45199
Despair,0.97712,0.9982,0.02118,0.00546,0.89786,0.54142
Despair,0.92711,0.96657,0.07941,0.00171,0.86386,0.56524
Despair,0.86483,0.94662,0.0222,0.01814,0.8507,0.58966
Despair,0.84894,0.91106,0.03646,0.02984,0.91836,0.41121
Despair,0.93804,0.93652,0.03072,0.03493,0.88742,0.4624
Despair,0.98136,0.80453,0.01348,0.04283,0.98516,0.40864
Despair,0.97497,0.93807,0.11502,0.02876,0.88049,0.51736
Despair,0.96299,0.94327,0.00091,0.02975,0.83072,0.51444
Despair,0.85347,0.88281,0.03752,0.05007,0.95897,0.52189
Despair,0.86575,0.88405,0.01422,0.00671,0.9166,0.47061
Despair,0.90465,0.82238,0.04343,0.03934,0.80314,0.41549
Despair,0.88147,0.94506,0.00709,0.06435,0.88035,0.51172
Despair,0.85569,0.87461,0.12353,0.00888,0.82051,0.47298
Despair,0.96305,0.86348,0.00922,0.02819,0.98663,0.42029
Despair,0.98734,0.86861,0.0252,0.04691,0.82897,0.43945
Despair,0.99126,0.8581,0.04259,0.09785,0.94242,0.51843
Despair,0.95212,0.83299,0.06359,0.03984,0.82055,0.53163
Despair,0.98846,0.9793,0.01688,0.12936,0.86298,0.58109
Despair,0.86783,0.80496,0.02896,0.04161,0.91532,0.47035
Despair,0.94622,0.92499,0.0532,0.04377,0.92746,0.41136
Despair,0.93372,0.96653,0.01109,0.008,0.88153,0.47654
Despair,0.99738,0.93604,0.00276,0.00393,0.85543,0.52746
Despair,0.94506,0.94544,0.02806,0.09683,0.9694,0.59532
Despair,0.92422,0.98157,0.02083,0.06689,0.99409,0.54332
Despair,0.99826,0.89186,0.02405,0.05885,0.9182,0.45413
Despair,0.96513,0.8631,0.04205,0.02667,0.90849,0.40867
Despair,0.96424,0.92128,0.08454,0.05263,0.91662,0.44248
Despair,0.89887,0.89038,0.01612,0.08375,0.8265,0.46539
Despair,0.86547,0.95759,0.04952,0.03685,0.80809,0.40233
Despair,0.86516,0.92285,0.08037,0.02632,0.96692,0.40689
Despair,0.98286,0.93909,0.05991,0.06301,0.86993,0.47736
Despair,0.91241,0.82864,0.00784,0.02301,0.84635,0.40882
Despair,0.98708,0.98454,0.0639,0.02852,0.8077,0.56483
Despair,0.87368,0.96425,0.01276,0.04576,0.84768,0.51011
Despair,0.91726,0.96857,0.05803,0.05085,0.91396,0.57559
Despair,0.9965,0.96279,0.00779,0.02921,0.92026,0.45791
Despair,0.95117,0.9562,0.02217,0.06137,0.94723,0.45879
Despair,0.83137,0.94243,0.0789,0.02779,0.83154,0.42803
Despair,0.91763,0.82752,0.02534,0.00558,0.82338,0.42237
Despair,0.96788,0.90913,0.02748,0.08141,0.88541,0.40009
Despair,0.91646,0.92842,0.02027,0.05954,0.91005,0.46667
Despair,0.96674,0.86376,0.04819,0.05613,0.80034,0.41174
Despair,0.90473,0.9165,0.07144,0.01381,0.95711,0.40574
Despair,0.83374,0.90977,0.03965,0.0483,0.81454,0.4316
Despair,0.97732,0.96797,0.05154,0.0193,0.97687,0.52591
Despair,0.92661,0.92703,0.01288,0.058,0.84883,0.53765
Despair,0.81123,0.87766,0.02744,0.03073,0.93914,0.50268
Despair,0.8213,0.90168,0.07875,0.07196,0.92256,0.59554
Despair,0.98647,0.83252,0.0305,0.03407,0.81075,0.47829
Despair,0.94759,0.95213,0.07453,0.07458,0.92195,0.42886
Despair,0.92621,0.9123,0.02429,0.06712,0.89725,0.45305
Despair,0.7172,0.98431,0.01589,0.00369,0.96151,0.44432
Despair,0.88418,0.93757,0.02473,0.05055,0.93409,0.42132
Despair,0.8138,0.93542,0.00312,0.02365,0.97509,0.41673
Despair,0.88127,0.89091,0.00956,0.01653,0.94841,0.58699
Despair,0.96636,0.98512,0.07377,0.07281,0.89298,0.57984
Despair,0.98602,0.89933,0.05682,0.09348,0.87196,0.48058
Despair,0.99083,0.97947,0.06897,0.03918,0.85174,0.54404
Despair,0.91488,0.94163,0.11419,0.01348,0.94717,0.43533
Despair,0.98287,0.88519,0.05472,0.02001,0.96676,0.49049
Despair,0.89365,0.9386,0.01893,0.01691,0.94777,0.46803
Despair,0.96858,0.93096,0.06898,0.03658,0.89081,0.53855
Despair,0.95588,0.91418,0.03756,0.02336,0.82819,0.46605
Despair,0.97984,0.96006,0.05715,0.04015,0.8789,0.42849
Despair,0.93475,0.975,0.03,0.06756,0.82484,0.57042
Despair,0.84429,0.94168,0.03471,0.08785,0.80122,0.40056
Despair,0.99567,0.93556,0.04317,0.02994,0.84399,0.51805
Despair,0.8809,0.94048,0.04701,0.0877,0.9611,0.55378
Despair,0.97815,0.97532,0.11927,0.06201,0.91246,0.4926
Despair,0.96556,0.92661,0.00056,0.00989,0.93595,0.55509
Despair,0.87766,0.87671,0.04269,0.02815,0.92513,0.59864
Despair,0.92678,0.94838,0.04839,0.00579,0.9561,0.57454
Despair,0.97794,0.95708,0.08031,0.00618,0.95635,0.52262
Despair,0.96446,0.71711,0.01994,0.05687,0.86769,0.48476
Despair,0.89226,0.96201,0.00052,0.0272,0.95309,0.4996
Despair,0.93413,0.95622,0.00649,0.00653,0.90079,0.43983
Despair,0.93014,0.87416,0.06443,0.00066,0.98666,0.54226
Despair,0.9345,0.98329,0.01772,0.00247,0.89731,0.44254
Despair,0.89248,0.90371,0.01148,0.01648,0.97646,0.42253
Despair,0.97626,0.96728,0.03849,0.07228,0.98638,0.54854
Despair,0.96499,0.86305,0.05327,0.05007,0.98888,0.44596
Despair,0.87456,0.7492,0.10738,0.01501,0.9635,0.58768
Despair,0.99075,0.92543,0.05401,0.07565,0.8839,0.54123
Despair,0.97532,0.97971,0.02621,0.059,0.8161,0.58061
Despair,0.90047,0.99842,0.0671,0.03471,0.81671,0.4682
Despair,0.94575,0.98702,0.00597,0.00939,0.87559,0.55281
Despair,0.97371,0.8998,0.00971,0.0196,0.84588,0.53616
Despair,0.90042,0.838,0.01069,0.0212,0.95765,0.41925
Despair,0.98713,0.85977,0.03758,0.04773,0.99487,0.54379
Despair,0.90981,0.89356,0.02721,0.03113,0.85282,0.58254
Despair,0.97685,0.94115,0.02707,0.04314,0.86916,0.46788
Despair,0.8806,0.91982,0.01629,0.02947,0.99877,0.59067
Despair,0.85797,0.99035,0.06297,0.03106,0.8593,0.54037
Despair,0.99357,0.77227,0.00942,0.05965,0.93656,0.51597
Despair,0.91763,0.94482,0.00468,0.00749,0.90452,0.5722
Despair,0.92416,0.88874,0.03047,0.09616,0.92805,0.58869
Despair,0.99194,0.89224,0.0083,0.01999,0.96054,0.58936
Despair,0.97812,0.98852,0.00405,0.08022,0.96519,0.49825
Despair,0.99214,0.9204,0.07789,0.00853,0.95349,0.40903
Despair,0.87144,0.95829,0.04006,0.02739,0.95658,0.5769
Despair,0.9033,0.95254,0.02527,0.06206,0.88245,0.49736
Despair,0.86379,0.98321,0.0177,0.05721,0.82827,0.52251
Despair,0.99152,0.96667,0.02273,0.00485,0.90392,0.59991
Despair,0.98803,0.93165,0.10368,0.0262,0.92262,0.51208
Despair,0.97499,0.89517,0.01542,0.00955,0.92758,0.45239
Despair,0.9224,0.92633,0.0308,0.05,0.87434,0.51299
Despair,0.9961,0.94164,0.11792,0.08485,0.96301,0.48046
Despair,0.89215,0.92507,0.0429,0.08339,0.87525,0.54484
Despair,0.88418,0.8911,0.00303,0.01368,0.82466,0.54949
Despair,0.93327,0.98826,0.11629,0.01575,0.87545,0.51754
Despair,0.97298,0.94309,0.08643,0.02224,0.94543,0.59763
Despair,0.98789,0.92682,0.03104,0.00076,0.89488,0.4207
Despair,0.82459,0.92685,0.07433,0.00514,0.86038,0.53388
Despair,0.90742,0.92093,0.03475,0.01385,0.85524,0.53953
Despair,0.8518,0.78017,0.07743,0.15183,0.83241,0.58125
Despair,0.95006,0.86446,0.03823,0.00383,0.99225,0.50627
Despair,0.87072,0.9997,0.04083,0.06207,0.95079,0.52128
Despair,0.99707,0.97372,0.019,0.09086,0.83518,0.45695
Despair,0.91341,0.84759,0.02318,0.09183,0.80974,0.59269
Despair,0.86173,0.93301,0.03013,0.05735,0.93614,0.49712
Despair,0.96573,0.89296,0.01404,0.06947,0.86018,0.55922
Despair,0.85798,0.97411,0.01284,0.04698,0.98352,0.50287
Despair,0.9923,0.98095,0.01224,0.06029,0.97032,0.40346
Despair,0.9859,0.98767,0.04021,0.12012,0.92934,0.5278
Despair,0.94269,0.98762,0.07671,0.02282,0.91013,0.45718
Despair,0.81581,0.9101,0.06092,0.03427,0.94197,0.55114
Despair,0.96085,0.94716,0.04748,0.01761,0.86887,0.40873
Despair,0.90746,0.98484,0.06991,0.01,0.95763,0.52243
Despair,0.95402,0.93616,0.07656,0.04827,0.8161,0.59017
Despair,0.96082,0.95825,0.00305,0.05707,0.90599,0.44549
Despair,0.95771,0.99903,0.00789,0.03377,0.94729,0.58976
Despair,0.84801,0.97691,0.04521,0.05425,0.80224,0.47806
Despair,0.93587,0.9284,0.12307,0.07627,0.91659,0.44776
Despair,0.93749,0.9226,0.00474,0.00301,0.9816,0.46477
Despair,0.92535,0.96441,0.01533,0.00134,0.82854,0.51215
Despair,0.97442,0.92062,0.01501,0.06195,0.82823,0.5037
Despair,0.87732,0.73799,0.01955,0.00771,0.89311,0.40507
Despair,0.92906,0.87759,0.00082,0.04609,0.84551,0.50504
Despair,0.88174,0.87894,0.00117,0.00383,0.89271,0.4521
Despair,0.98468,0.98708,0.00956,0.04349,0.97608,0.44941
Despair,0.99343,0.97582,0.04829,0.00187,0.84323,0.59198
Despair,0.83925,0.91491,0.02548,0.06979,0.8538,0.44805
Despair,0.93331,0.81221,0.08557,0.02836,0.83314,0.4178
Despair,0.8071,0.83417,0.02465,0.05189,0.89098,0.42452
Despair,0.9425,0.93644,0.09549,0.05692,0.83524,0.57847
Despair,0.93373,0.83784,0.05657,0.0042,0.87764,0.41352
Despair,0.95701,0.99357,0.04668,0.02066,0.93752,0.44187
Despair,0.91034,0.97799,0.01085,0.03975,0.80117,0.45928
Despair,0.88706,0.99962,0.05204,0.03383,0.89608,0.40856
Despair,0.91586,0.94063,0.01313,0.01201,0.96475,0.56752
Despair,0.89334,0.9896,0.06894,0.08611,0.80966,0.46463
Despair,0.97766,0.90684,0.07588,0.00997,0.99473,0.44166
Despair,0.95906,0.98577,0.00314,0.00202,0.97871,0.4775
Despair,0.9472,0.90652,0.01158,0.03552,0.85373,0.48745
Despair,0.93889,0.98284,0.14221,0.0589,0.94242,0.58417
Despair,0.99095,0.99582,0.06963,0.01873,0.8554,0.52623
Despair,0.98521,0.91865,0.02579,0.05956,0.81504,0.42506
Despair,0.95702,0.95425,0.0186,0.00256,0.95445,0.47109
Despair,0.96437,0.79512,0.11473,0.01339,0.83061,0.47494
Despair,0.92472,0.98147,0.00054,0.04186,0.94446,0.54941
Despair,0.95252,0.84429,0.00775,0.01861,0.82751,0.42475
Despair,0.98683,0.87342,0.06973,0.1039,0.89231,0.59762
Despair,0.84321,0.84706,0.02552,0.01512,0.95439,0.54905
Despair,0.99507,0.96209,0.07424,0.03285,0.97609,0.46024
Despair,0.86823,0.93615,0.01815,0.07384,0.81693,0.49401
Despair,0.96862,0.8826,0.06081,0.0102,0.85431,0.45604
Despair,0.8252,0.92953,0.05841,0.06557,0.84742,0.5163
Despair,0.97437,0.88381,0.06282,0.02666,0.94953,0.40492
Despair,0.93149,0.88365,0.00322,0.05708,0.80841,0.48055
Despair,0.87542,0.86988,0.07334,0.05599,0.92018,0.56384
Despair,0.82884,0.99662,0.00016,0.02968,0.88022,0.57743
Despair,0.93283,0.772,0.01446,0.04105,0.94884,0.57965
Despair,0.94436,0.94428,0.04635,0.01058,0.91998,0.50612
Despair,0.97888,0.86573,0.05565,0.01087,0.88702,0.55997
Despair,0.99987,0.90209,0.02766,0.04789,0.92963,0.59586
Despair,0.79305,0.93552,0.08222,0.05602,0.88325,0.49634
Despair,0.76501,0.99605,0.02158,0.01359,0.87698,0.53239
Despair,0.8296,0.93914,0.06697,0.04167,0.81049,0.53458
Despair,0.91071,0.96673,0.08144,0.03183,0.84981,0.56145
Despair,0.97135,0.95554,0.00352,0.00608,0.98351,0.48944
Despair,0.91803,0.97383,0.03604,0.06495,0.89029,0.41776
Despair,0.9773,0.92464,0.03332,0.03346,0.95028,0.4974
Despair,0.96428,0.9803,0.06794,0.01055,0.89231,0.47616
Despair,0.99336,0.99328,0.04045,0.01899,0.97751,0.40814
Despair,0.93623,0.85529,0.06685,0.01797,0.81645,0.46751
Despair,0.85749,0.86269,0.04141,0.02745,0.99176,0.5429
Despair,0.90797,0.96973,0.06377,0.07193,0.85207,0.42173
Despair,0.7953,0.99286,0.10199,0.10772,0.86199,0.45867
Despair,0.96952,0.71276,0.00193,0.06463,0.84743,0.47738
Despair,0.91762,0.97797,0.02011,0.0586,0.83101,0.53395
Despair,0.91326,0.84782,0.03811,0.06803,0.88761,0.50229
Despair,0.98746,0.99323,0.01045,0.04624,0.95079,0.57338
Despair,0.95551,0.99972,0.0227,0.02583,0.94713,0.41813
Despair,0.95999,0.91689,0.11646,0.03639,0.86205,0.51778
Despair,0.97414,0.96101,0.00316,9e-05,0.93666,0.47434
Despair,0.9385,0.88468,0.01304,0.012,0.97687,0.45598
Despair,0.98209,0.9029,0.03584,0.03096,0.83073,0.53038
Despair,0.89824,0.88751,0.02156,0.07233,0.85863,0.5399
Despair,0.99736,0.96301,0.06873,0.06145,0.98985,0.58243
Despair,0.97392,0.89488,0.03789,0.01996,0.95993,0.4381
Despair,0.99995,0.9642,0.01931,0.01959,0.97417,0.49851
Despair,0.94137,0.94204,0.00223,0.03621,0.8058,0.52677
Despair,0.92117,0.993,0.08315,0.06031,0.89858,0.5385
Despair,0.90917,0.86693,0.01608,0.03728,0.94514,0.44787
