Emotion,Suddenness,Goal_relevance,Conduciveness,Power,Urgency,Effort
Boredom,0.00555,0.09532,0.3016,0.38627,0.03479,0.07701
Boredom,0.06179,0.12536,0.90493,0.41252,0.03404,0.24608
Fear,0.9025,0.99498,0.01661,0.02862,0.94346,0.47421
Fear,0.99311,0.87159,0.01031,0.06638,0.94827,0.4105
Fear,0.88991,0.8927,0.10513,0.10614,0.80373,0.58658
Fear,0.9363,0.94279,0.12014,0.06697,0.93731,0.44248
Fear,0.78271,0.93592,0.06166,0.0541,0.90341,0.51478
Fear,0.9992,0.98548,0.06362,0.03286,0.81325,0.4146
Fear,0.80438,0.983,0.01042,0.06891,0.99106,0.51967
Fear,0.86079,0.98336,0.06547,0.0568,0.87981,0.50388
Fear,0.82931,0.9901,0.01517,0.1026,0.95724,0.41477
Fear,0.97352,0.86326,0.04127,0.02393,0.9964,0.58152
Fear,0.89925,0.99972,0.02375,0.11766,0.94366,0.52468
Fear,0.93672,0.98706,0.00477,0.05627,0.92346,0.57571
Fear,0.96511,0.80756,0.01205,0.04477,0.88681,0.55353
Fear,0.92386,0.87358,0.02082,0.05715,0.94106,0.59542
Fear,0.99663,0.97108,0.10521,0.036,0.88104,0.44313
Fear,0.88251,0.88063,0.07087,0.02603,0.86069,0.54587
Fear,0.93457,0.96237,0.0405,0.04526,0.86827,0.52893
Fear,0.89137,0.98628,0.07429,0.01552,0.92004,0.54393
Fear,0.8616,0.96206,0.03253,0.04172,0.99423,0.51668
Fear,0.87022,0.96304,0.05055,0.04296,0.93527,0.48222
Fear,0.86746,0.90303,0.05586,0.04956,0.89048,0.41929
Fear,0.82675,0.99857,0.06346,0.01809,0.83641,0.45776
Fear,0.8696,0.83243,0.07274,0.09135,0.87384,0.42918
Fear,0.88108,0.93611,0.00915,0.00037,0.83172,0.41468
Fear,0.7825,0.93566,0.06637,0.03637,0.92835,0.59709
Fear,0.92047,0.99067,0.04209,0.02839,0.87435,0.43329
Fear,0.79922,0.89971,0.02702,0.00974,0.83128,0.59511
Fear,0.99065,0.99698,0.10036,0.11468,0.82067,0.43121
Fear,0.89122,0.91297,0.01691,0.0056,0.96008,0.42976
Fear,0.92161,0.95693,0.01812,0.01923,0.80015,0.43045
Fear,0.95852,0.99331,0.01511,0.05276,0.94904,0.45946
Fear,0.9704,0.89289,0.05712,0.10384,0.9633,0.40228
Fear,0.97046,0.94228,0.03333,0.10999,0.99853,0.52177
Fear,0.91719,0.93541,0.00425,0.03827,0.87017,0.48797
Fear,0.97642,0.89148,0.01722,0.00785,0.86902,0.53333
Fear,0.99004,0.96508,0.0109,0.00767,0.98978,0.41426
Fear,0.91658,0.81957,0.02388,0.05503,0.83723,0.58751
Fear,0.87961,0.91553,0.03857,0.05722,0.90242,0.46885
Fear,0.92712,0.97219,0.02915,0.03036,0.89235,0.42497
Fear,0.85821,0.94726,0.00499,0.02332,0.91143,0.53274
Fear,0.97816,0.8589,0.02443,0.03856,0.91055,0.41996
Fear,0.87207,0.989,0.06061,0.04693,0.87256,0.51892
Fear,0.88048,0.79772,0.04416,0.0329,0.95038,0.44332
Fear,0.98235,0.9914,0.05824,0.05891,0.94217,0.58211
Fear,0.97095,0.93825,0.05767,0.05616,0.82271,0.46087
Fear,0.87567,0.82614,0.02582,0.04721,0.84101,0.41371
Fear,0.98162,0.77686,0.04948,0.11943,0.82347,0.41136
Fear,0.95745,0.93855,0.04799,0.01697,0.90385,0.4121
Fear,0.91635,0.98126,0.0465,0.0331,0.82729,0.48883
Fear,0.9352,0.92326,0.05538,0.01731,0.80109,0.52726
Fear,0.94452,0.99672,0.01009,0.0261,0.9145,0.52067
Fear,0.99983,0.86492,0.02177,0.0161,0.98162,0.43003
Fear,0.97055,0.97184,0.0767,0.01998,0.88634,0.44708
Fear,0.87474,0.9019,0.04162,0.02832,0.86702,0.4253
Fear,0.90571,0.89185,0.0231,0.0086,0.96965,0.46118
Fear,0.81188,0.96585,0.09444,0.0603,0.87511,0.41829
Fear,0.96689,0.84034,0.05828,0.07771,0.93841,0.58561
Fear,0.9209,0.98029,0.03895,0.04131,0.86562,0.40424
Fear,0.97797,0.96692,0.04066,0.0344,0.9803,0.40274
Fear,0.88409,0.94151,0.00228,0.04593,0.8358,0.55079
Fear,0.87969,0.94155,0.06606,0.10202,0.87954,0.43925
Fear,0.89432,0.90091,0.01697,0.04296,0.91639,0.52692
Fear,0.96383,0.84713,0.04271,0.0443,0.88961,0.41151
Fear,0.96043,0.99019,0.07503,0.04724,0.95448,0.42687
Fear,0.81022,0.94521,0.00728,0.08871,0.89067,0.56916
Fear,0.73695,0.97531,0.03961,0.06942,0.80938,0.45066
Fear,0.7806,0.94451,0.00851,0.03868,0.88394,0.43546
Fear,0.95587,0.82363,0.04761,0.09483,0.82287,0.44522
Fear,0.99732,0.98649,0.05423,0.07931,0.88762,0.49337
Fear,0.88652,0.96637,0.00646,0.00539,0.99823,0.40122
Fear,0.97533,0.99944,0.0815,0.01557,0.8093,0.42026
Fear,0.9717,0.99635,0.01307,0.03019,0.85929,0.53497
Fear,0.96139,0.91469,0.0006,0.01354,0.95412,0.50384
Fear,0.98481,0.96397,0.05277,0.01858,0.95723,0.51619
Fear,0.75728,0.87803,0.00451,0.06815,0.83711,0.43761
Fear,0.89693,0.94515,0.01664,0.01271,0.99676,0.57405
Fear,0.93856,0.93996,0.10029,0.0074,0.89667,0.57788
Fear,0.99136,0.9554,0.03205,0.0675,0.825,0.59319
Fear,0.92463,0.93239,0.08776,0.03615,0.80938,0.5014
Fear,0.9425,0.91326,0.09633,0.09274,0.99265,0.46914
Fear,0.91798,0.97852,0.05661,0.03138,0.88305,0.52
Fear,0.96968,0.8587,0.04189,0.04682,0.94201,0.55633
Fear,0.98647,0.98553,0.05906,0.04846,0.90896,0.49458
Fear,0.90611,0.92488,0.01353,0.10048,0.89586,0.55105
Fear,0.97642,0.99619,0.01204,0.02357,0.83735,0.50501
Fear,0.89462,0.96939,0.02903,0.02954,0.82585,0.42917
Fear,0.99381,0.81411,0.00589,0.04813,0.88112,0.45405
Fear,0.95015,0.90303,0.05788,0.0868,0.87038,0.53284
Fear,0.87759,0.97133,0.06421,0.05047,0.86386,0.4364
Fear,0.90756,0.97949,0.01962,0.01875,0.91902,0.44262
Fear,0.99603,0.87164,0.0127,0.03894,0.85991,0.51808
Fear,0.99881,0.99551,0.02318,0.01591,0.81103,0.4989
Fear,0.91867,0.98722,0.02526,0.00795,0.86225,0.53002
Fear,0.97611,0.87042,0.06014,0.03947,0.83822,0.45762
Fear,0.98596,0.93782,0.00312,0.02829,0.90989,0.4091
Fear,0.86251,0.94233,0.05879,3e-05,0.93837,0.48607
Fear,0.96746,0.8375,0.02071,0.09093,0.9619,0.5998
Fear,0.99221,0.85562,0.04342,0.03889,0.95323,0.46825
Fear,0.95166,0.9315,0.08662,0.09356,0.93164,0.52301
Fear,0.93635,0.95671,0.01857,0.01202,0.98762,0.53173
Fear,0.88793,0.85568,0.0495,0.00804,0.8526,0.42179
Fear,0.99571,0.85919,0.02288,0.12777,0.88255,0.46841
Fear,0.92178,0.7739,0.07709,0.00293,0.92891,0.52861
Fear,0.87901,0.88914,0.00927,0.03612,0.99947,0.54938
Fear,0.84892,0.99661,0.05875,0.06581,0.92015,0.56822
Fear,0.91045,0.86738,0.02465,0.01554,0.92861,0.47415
Fear,0.99884,0.91037,0.038,0.01096,0.85831,0.53795
Fear,0.92591,0.92521,0.05246,0.06098,0.91304,0.51285
Fear,0.86446,0.84639,0.05123,0.00449,0.80465,0.53077
Fear,0.94712,0.99342,0.05735,0.00826,0.84775,0.42707
Fear,0.95781,0.89036,0.03046,0.00782,0.94532,0.42316
Fear,0.87459,0.96121,0.04076,0.01912,0.84772,0.41382
Fear,0.95092,0.99149,0.04061,0.02634,0.9314,0.56537
Fear,0.8007,0.90713,0.03169,0.05561,0.99436,0.52014
Fear,0.87937,0.91504,0.00775,0.0097,0.84609,0.43474
Fear,0.96134,0.8556,0.02522,0.02426,0.82787,0.56007
Fear,0.94463,0.90956,0.00659,0.01965,0.83082,0.41326
Fear,0.8648,0.88177,0.03948,0.02711,0.81289,0.41363
Fear,0.87818,0.93585,0.06264,0.02584,0.91708,0.51451
Fear,0.91836,0.91668,0.09952,0.08387,0.91278,0.58991
Fear,0.91795,0.85414,0.04325,0.03418,0.92157,0.52402
Fear,0.88972,0.90051,0.02642,0.0188,0.82422,0.40168
Fear,0.98718,0.92205,0.03158,0.06078,0.80544,0.57519
Fear,0.8987,0.834,0.00881,0.02833,0.92559,0.43651
Fear,0.97426,0.98691,0.05636,0.02519,0.86112,0.59984
Fear,0.80447,0.98679,0.04679,0.07094,0.85903,0.48106
Fear,0.98615,0.92002,0.06827,0.02863,0.85824,0.47055
Fear,0.93113,0.99577,0.0407,0.11079,0.97934,0.45446
Fear,0.91733,0.89235,0.00951,0.03374,0.86915,0.4571
Fear,0.98221,0.98142,0.14138,0.07756,0.83021,0.46295
Fear,0.90221,0.98093,0.02774,0.08548,0.92398,0.57471
Fear,0.95808,0.92187,0.04889,0.02097,0.88165,0.41654
Fear,0.8852,0.92655,0.07841,0.08051,0.83973,0.43829
Fear,0.88819,0.9827,0.01008,0.07495,0.9515,0.49125
Fear,0.88821,0.85508,0.00716,0.00494,0.84059,0.46989
Fear,0.88337,0.93307,0.00204,0.05918,0.815,0.52079
Fear,0.97519,0.89031,0.0355,0.06363,0.8966,0.46725
Fear,0.96118,0.79748,0.04771,0.00544,0.86434,0.42585
Fear,0.85725,0.78408,0.06963,0.02416,0.83668,0.42875
Fear,0.98434,0.77752,0.00058,0.01978,0.92401,0.43234
Fear,0.9397,0.76725,0.04319,0.07724,0.821,0.59358
Fear,0.93643,0.97155,0.03291,0.01596,0.95429,0.54307
Fear,0.97275,0.86713,0.08202,0.00639,0.85248,0.41227
Fear,0.86453,0.94326,0.03391,0.04241,0.90508,0.4879
Fear,0.91324,0.98446,0.06171,0.02562,0.81609,0.48147
Fear,0.96514,0.88047,0.05407,0.04846,0.87698,0.43989
Fear,0.9633,0.99643,0.00391,0.07627,0.93452,0.56974
Fear,0.9544,0.9591,0.06327,0.01816,0.93302,0.49136
Fear,0.95026,0.96651,0.03585,0.128,0.95295,0.49607
Fear,0.93933,0.95487,0.00825,0.04827,0.86163,0.4702
Fear,0.99228,0.94133,0.06512,0.02674,0.93578,0.46359
Fear,0.9805,0.92039,0.02906,0.05014,0.80834,0.40985
Fear,0.8715,0.96215,0.06518,0.04837,0.82977,0.40626
Fear,0.98164,0.80567,0.05037,0.03708,0.96778,0.41772
Fear,0.97124,0.94393,0.02581,0.00945,0.86356,0.55011
Fear,0.9292,0.99765,0.01438,0.01938,0.96741,0.46747
Fear,0.94805,0.9767,0.10015,0.09477,0.95824,0.40334
Fear,0.87623,0.98861,0.06953,0.03778,0.81715,0.44598
Fear,0.89152,0.98679,0.04171,0.01356,0.815,0.47466
Fear,0.98148,0.9908,0.01975,0.04744,0.90066,0.45806
Fear,0.92662,0.91198,0.0341,0.04326,0.80091,0.49684
Fear,0.95725,0.92251,0.09048,0.02098,0.92974,0.54645
Fear,0.95707,0.81293,0.04624,0.03388,0.94416,0.45732
Fear,0.93624,0.89759,0.00729,0.00401,0.91133,0.40553
Fear,0.98623,0.95813,0.01683,0.03543,0.94301,0.48202
Fear,0.93645,0.89104,0.0163,0.01058,0.8988,0.54861
Fear,0.80619,0.94391,0.00673,0.01812,0.97248,0.58414
Fear,0.83606,0.8435,0.04877,0.03491,0.82138,0.56739
Fear,0.82944,0.98263,0.01347,0.01574,0.98692,0.59524
Fear,0.73285,0.8678,0.0423,0.02302,0.95397,0.54262
Fear,0.96561,0.84656,0.02515,0.04666,0.92997,0.41625
Fear,0.96675,0.84453,0.0121,0.01379,0.81107,0.58111
Fear,0.83073,0.95261,0.0284,0.04517,0.81325,0.554
Fear,0.94949,0.8486,0.02626,0.02814,0.93389,0.54906
Fear,0.94071,0.94295,0.01795,0.06459,0.99762,0.42773
Fear,0.91497,0.9346,0.11643,0.04882,0.95827,0.44442
Fear,0.9504,0.8001,0.02364,0.01627,0.97543,0.4736
Fear,0.99334,0.90657,0.0584,0.01695,0.87166,0.43255
Fear,0.87699,0.91403,0.05185,0.06345,0.89488,0.43381
Fear,0.98362,0.90501,0.05263,0.09369,0.97842,0.59518
Fear,0.87789,0.93681,0.07733,0.06924,0.91134,0.53952
Fear,0.88453,0.94832,0.07813,0.04215,0.90245,0.45061
Fear,0.96878,0.84041,0.04811,0.03008,0.98257,0.54656
Fear,0.90859,0.97442,0.0098,0.09176,0.88382,0.42128
Fear,0.80808,0.91409,0.04413,0.08689,0.84396,0.59193
Fear,0.92735,0.8838,0.04639,0.03307,0.84595,0.49569
Fear,0.88484,0.92444,0.03326,0.00269,0.80217,0.5534
Fear,0.96789,0.96555,0.02987,0.06604,0.80551,0.53877
Fear,0.9634,0.9322,0.04802,0.06424,0.96802,0.51991
Fear,0.9537,0.89084,0.12055,0.01492,0.93823,0.43457
Fear,0.97487,0.97886,0.00117,0.04881,0.84908,0.46207
Fear,0.93347,0.84103,0.07134,0.06165,0.97023,0.4212
Fear,0.97953,0.98505,0.08528,0.00781,0.82439,0.5012
Fear,0.91064,0.95955,0.06074,0.06265,0.9781,0.59288
Fear,0.94499,0.98187,0.08623,0.11968,0.91765,0.53371
Fear,0.72115,0.91723,0.05966,0.05401,0.87518,0.46127
Fear,0.97993,0.92258,0.00219,0.08467,0.9482,0.58973
Fear,0.96223,0.93697,0.00716,0.03526,0.96184,0.59353
Fear,0.98304,0.89008,0.08983,0.00808,0.80957,0.57867
Fear,0.99936,0.92599,0.09357,0.04245,0.87834,0.45689
Fear,0.89102,0.90983,0.08269,0.02609,0.83907,0.50139
Fear,0.87297,0.98634,0.06007,0.05271,0.88491,0.55034
Fear,0.95267,0.92235,0.04223,0.07391,0.92102,0.40975
Fear,0.98738,0.9964,0.0659,0.0077,0.81693,0.56375
Fear,0.88246,0.89645,0.04325,0.01505,0.94778,0.59456
Fear,0.94378,0.79936,0.07901,0.02468,0.8086,0.44444
Fear,0.98586,0.88084,0.05455,0.03258,0.89843,0.53212
Fear,0.95982,0.75821,0.01144,0.10423,0.82411,0.57778
Fear,0.91459,0.9777,0.01571,0.01353,0.97158,0.5761
Fear,0.96498,0.87973,0.08814,0.00176,0.90907,0.56086
Fear,0.79865,0.89143,0.05887,0.02679,0.96433,0.44851
Fear,0.92552,0.95119,0.02987,0.03656,0.8514,0.5986
Fear,0.96247,0.98357,0.02565,0.03949,0.82099,0.45587
Fear,0.95495,0.79943,0.16428,0.01948,0.81802,0.50079
Fear,0.99555,0.97332,0.03397,0.1139,0.87776,0.42211
Fear,0.89954,0.93573,0.04886,0.0161,0.92375,0.44491
Fear,0.96268,0.70629,0.00864,0.03008,0.8032,0.46796
Fear,0.91644,0.83842,0.02086,0.03168,0.92927,0.48686
Fear,0.89984,0.93047,0.09754,0.08646,0.83523,0.57408
Fear,0.85129,0.81546,0.02043,0.03502,0.85192,0.53925
Fear,0.95636,0.99061,0.01907,0.00306,0.82361,0.47031
Fear,0.94702,0.93976,0.01721,0.05205,0.84198,0.43044
Fear,0.97716,0.89516,0.04989,0.00077,0.85071,0.4673
Fear,0.97209,0.82961,0.00976,0.0478,0.98871,0.51219
Fear,0.97773,0.99736,0.00909,0.046,0.94242,0.58456
Fear,0.90078,0.879,0.00247,0.07465,0.99686,0.42936
Fear,0.96027,0.92311,0.06007,0.03275,0.92917,0.56309
Fear,0.83644,0.95664,0.00024,0.04445,0.87155,0.44828
Fear,0.86491,0.99212,0.07565,0.06044,0.80606,0.49294
Fear,0.93106,0.81174,0.01178,0.01494,0.84417,0.57334
Fear,0.94587,0.93088,0.11625,0.03588,0.84317,0.42923
Fear,0.96562,0.8456,0.01112,0.01737,0.84744,0.54593
Fear,0.99913,0.91466,0.06991,0.00477,0.88137,0.44057
Fear,0.98712,0.81507,0.05638,0.00329,0.80362,0.40707
Fear,0.93389,0.99973,0.00177,0.06111,0.80382,0.55477
Fear,0.99952,0.92021,0.02436,0.09632,0.90575,0.57376
Fear,0.93161,0.98234,0.00285,0.02481,0.85173,0.56526
Fear,0.94518,0.96516,0.03964,0.0233,0.83718,0.53024
Fear,0.9295,0.91383,0.0302,0.03343,0.9492,0.48194
Fear,0.82881,0.95483,0.00221,0.03035,0.83179,0.40101
Fear,0.97908,0.85703,0.00337,0.01091,0.92818,0.4323
Fear,0.89444,0.9945,0.00612,0.07987,0.8647,0.58935
Fear,0.81438,0.81235,0.03183,0.0096,0.85621,0.50779
Fear,0.92997,0.99184,0.04715,0.07848,0.91842,0.49692
Fear,0.93646,0.98359,0.12587,0.04022,0.80891,0.45372
Fear,0.88435,0.982,0.04069,0.02484,0.96578,0.59934
Fear,0.87294,0.95759,0.00368,0.0155,0.93487,0.40798
Fear,0.95462,0.9845,0.07747,0.03927,0.98288,0.41049
Fear,0.95539,0.96641,0.04211,0.03726,0.84127,0.5393
Fear,0.97289,0.98905,0.05038,0.0237,0.89736,0.48695
Fear,0.95246,0.9128,0.02314,0.05912,0.93499,0.57184
Fear,0.8618,0.87914,0.01371,0.05599,0.93929,0.43021
Fear,0.94689,0.8599,0.03895,0.07297,0.94041,0.55604
Fear,0.96594,0.93902,0.0819,0.02541,0.80468,0.45925
Fear,0.98903,0.849,0.00656,0.00995,0.94629,0.59976
Fear,0.94394,0.94833,0.03535,0.09582,0.96638,0.45353
Fear,0.90788,0.90951,0.0414,0.05292,0.84114,0.48738
Fear,0.97381,0.95579,0.10291,0.01218,0.89097,0.4145
Fear,0.9308,0.96054,0.01308,0.04312,0.93187,0.45175
Fear,0.93652,0.91856,0.01333,0.06427,0.86271,0.49469
Fear,0.99401,0.9103,0.00493,0.0174,0.94988,0.47668
Fear,0.98704,0.90666,0.00189,0.0301,0.92661,0.44982
Fear,0.94544,0.86176,0.01009,0.00296,0.8712,0.52127
Fear,0.91033,0.98818,0.00044,0.04119,0.87201,0.58749
Fear,0.88964,0.82226,0.05827,0.0397,0.89117,0.54452
Fear,0.95826,0.97959,0.05839,0.03476,0.9369,0.49647
Fear,0.93714,0.96488,0.0294,0.02974,0.96536,0.45422
Fear,0.88974,0.97634,0.10142,0.05556,0.97707,0.4845
Fear,0.89789,0.93498,0.0004,0.00169,0.93956,0.49951
Fear,0.98528,0.92507,0.03801,0.01025,0.8404,0.5184
Fear,0.92521,0.87301,0.02304,0.07945,0.81245,0.47419
Fear,0.89659,0.98151,0.06928,0.00899,0.8866,0.44755
Fear,0.92174,0.98219,0.03742,0.10885,0.95989,0.51671
Fear,0.92451,0.94833,0.07399,0.03996,0.96826,0.59768
Fear,0.94086,0.96962,0.06569,0.02665,0.89551,0.57981
Fear,0.89403,0.91015,0.02935,0.01967,0.91652,0.47933
Fear,0.90328,0.99049,0.09835,0.03943,0.89607,0.5742
Fear,0.71785,0.94527,0.00294,0.0394,0.8621,0.51906
Fear,0.91386,0.97506,0.04736,0.05983,0.87154,0.5308
Fear,0.8913,0.97554,0.02052,0.05405,0.80737,0.57617
Fear,0.98847,0.87163,0.10249,0.0095,0.80734,0.56502
Fear,0.99608,0.83393,0.01199,0.04082,0.83116,0.59301
Fear,0.92264,0.96598,0.00971,0.08502,0.86068,0.53065
Fear,0.84365,0.93137,0.05489,0.04518,0.92864,0.59973
Fear,0.97752,0.92284,0.0253,0.06326,0.80646,0.44123
Fear,0.9688,0.92128,0.03969,0.0091,0.8138,0.53155
Fear,0.89692,0.90786,0.0517,0.04132,0.88417,0.49503
Fear,0.9309,0.94238,0.0347,0.00902,0.9138,0.51464
Fear,0.85166,0.86031,0.00616,0.04605,0.96344,0.54506
Fear,0.85118,0.91849,0.02636,0.00782,0.96665,0.55457
Fear,0.79953,0.99183,0.00431,0.01524,0.90183,0.57506
Fear,0.981,0.87731,0.0708,0.02806,0.90435,0.5264
Fear,0.9282,0.93349,0.04979,0.07414,0.97596,0.48405
Fear,0.96067,0.99682,0.06817,0.04999,0.94467,0.4552
Fear,0.85822,0.97943,0.06607,0.02307,0.82062,0.42732
Fear,0.95679,0.92453,0.06881,0.00504,0.97304,0.56648
Fear,0.94234,0.93784,0.00887,0.02814,0.94053,0.57124
Fear,0.92181,0.9472,0.00132,0.01872,0.96734,0.56047
Fear,0.97994,0.90357,0.02716,0.03918,0.99128,0.53997
Fear,0.84915,0.92692,0.01922,0.00104,0.91969,0.55003
Fear,0.91534,0.78138,0.03224,0.03373,0.9268,0.55619
Fear,0.99624,0.96163,0.10298,0.07798,0.86129,0.40203
Fear,0.88662,0.9962,0.02378,0.02642,0.88791,0.50503
Fear,0.97834,0.8623,0.04742,0.03417,0.9704,0.52517
Fear,0.67199,0.93702,0.0074,0.01046,0.86592,0.59082
Fear,0.98587,0.96445,0.11365,0.00772,0.89323,0.57225
Fear,0.81631,0.99456,0.07019,0.04982,0.95313,0.54942
Fear,0.81692,0.99232,0.0001,0.0569,0.97106,0.54474
Fear,0.87838,0.98139,0.09675,0.00248,0.93654,0.40622
Fear,0.95655,0.99485,0.04696,0.11375,0.82035,0.47377
Fear,0.88683,0.90396,0.1174,0.02569,0.90692,0.52898
Fear,0.99204,0.88174,0.02696,0.03362,0.92938,0.42289
Fear,0.95362,0.93046,0.04765,0.06527,0.98546,0.5681
Fear,0.83947,0.95273,0.03194,0.04876,0.92054,0.4089
Fear,0.96839,0.94059,0.03484,0.03372,0.86674,0.40051
Fear,0.96331,0.92796,0.02189,0.04989,0.94672,0.49202
Fear,0.92765,0.99482,0.01519,0.0309,0.84662,0.55881
Fear,0.90514,0.91572,0.02864,0.00613,0.81979,0.53922
Fear,0.88959,0.90265,0.03735,0.00067,0.90264,0.53
Fear,0.9558,0.95134,0.09677,0.04947,0.9692,0.43843
Fear,0.96979,0.82806,0.01484,0.03734,0.90634,0.45937
Fear,0.90396,0.85835,0.03085,0.01321,0.96486,0.4323
Fear,0.97275,0.99222,0.03787,0.02365,0.81741,0.50551
Fear,0.96448,0.88101,0.04988,0.00593,0.81109,0.4308
Fear,0.82467,0.8426,0.0479,0.03073,0.8522,0.48004
Fear,0.89054,0.97337,0.00586,0.03456,0.99647,0.57489
Fear,0.9327,0.95178,0.07666,0.09161,0.9425,0.40118
Fear,0.79695,0.9085,0.0327,0.01714,0.85624,0.58557
Fear,0.87593,0.93278,0.04145,0.0616,0.85469,0.56379
Fear,0.89921,0.79321,0.00454,0.05035,0.8787,0.5891
Fear,0.97012,0.81672,0.08611,0.00206,0.92366,0.51957
Fear,0.89667,0.91339,0.03751,0.02058,0.85782,0.40699
Fear,0.85987,0.80105,0.04543,0.00702,0.80374,0.42247
Fear,0.86444,0.99,0.02101,0.05741,0.91901,0.42834
Fear,0.92761,0.99529,0.09748,0.06002,0.84379,0.50768
Fear,0.76547,0.99907,0.03748,0.01872,0.98285,0.49838
Fear,0.99455,0.84147,0.0482,0.01636,0.96986,0.59106
Fear,0.89719,0.79167,0.04792,0.02223,0.97457,0.54336
Fear,0.88442,0.98814,0.04352,0.0342,0.85559,0.4427
Fear,0.70232,0.97352,0.11521,0.00822,0.91714,0.50184
Fear,0.92973,0.92635,0.09798,0.00886,0.91186,0.48966
Fear,0.93744,0.9255,0.0441,0.02427,0.9653,0.51932
Fear,0.89354,0.93648,0.01736,0.04954,0.94891,0.52245
Fear,0.97535,0.95296,0.01737,0.016,0.8666,0.47713
Fear,0.97049,0.99491,0.01433,0.01842,0.98871,0.48539
Fear,0.89629,0.86177,0.01501,0.00733,0.83612,0.44821
Fear,0.96369,0.90342,0.02069,0.00486,0.85157,0.43726
Fear,0.89606,0.93389,0.05068,0.01973,0.97327,0.58991
Fear,0.99165,0.9939,0.02922,0.03711,0.96932,0.5742
Fear,0.94949,0.94085,0.01766,0.05496,0.96461,0.55504
Fear,0.89143,0.99852,0.02875,0.00783,0.82477,0.43533
Fear,0.76166,0.77152,0.05388,0.06335,0.86752,0.50723
Fear,0.92092,0.84244,0.02621,0.04637,0.89943,0.43905
Fear,0.96546,0.8371,0.08089,0.01667,0.82907,0.56116
Fear,0.97844,0.93712,0.00112,0.06193,0.90583,0.42775
Fear,0.89217,0.67109,0.05416,0.01189,0.88207,0.53607
Fear,0.96396,0.94443,0.03756,0.07427,0.94349,0.46204
Fear,0.94433,0.92613,0.04873,0.04254,0.902,0.54776
Fear,0.90014,0.84888,0.0711,0.08895,0.9075,0.51881
Fear,0.95531,0.96774,0.02244,0.00943,0.95545,0.46456
Fear,0.99747,0.99619,0.0114,0.03439,0.94166,0.57332
Fear,0.87814,0.99122,0.01499,0.00025,0.89825,0.43105
Fear,0.98665,0.96276,0.01278,0.01711,0.87501,0.43564
Fear,0.95869,0.92673,0.0207,0.02154,0.95585,0.4111
Fear,0.89797,0.96234,0.00508,0.03025,0.88987,0.41091
Fear,0.93334,0.93525,0.01121,0.05212,0.82139,0.52093
Fear,0.94678,0.90254,0.02971,0.03024,0.88193,0.51828
Fear,0.9401,0.88271,0.03593,0.09154,0.91334,0.49151
Fear,0.89663,0.96498,0.04448,0.01178,0.90149,0.50761
Fear,0.98453,0.87962,0.01028,0.07199,0.99157,0.45027
Fear,0.99297,0.99471,0.03586,0.00109,0.97934,0.47297
Fear,0.92478,0.80922,0.01383,0.0055,0.81882,0.45356
Fear,0.9986,0.90352,0.06685,0.02931,0.93091,0.53933
Fear,0.90207,0.95594,0.03628,0.06841,0.89491,0.4689
Fear,0.852,0.8926,0.00723,0.02704,0.83885,0.44307
Fear,0.99109,0.91484,0.03988,0.09626,0.82845,0.45814
Fear,0.89601,0.84069,0.06399,0.01364,0.89836,0.58543
Fear,0.9222,0.88397,0.0139,0.08298,0.91052,0.57066
Fear,0.94205,0.9268,0.04478,0.02695,0.86546,0.59077
Fear,0.94812,0.98818,9e-05,0.00275,0.90265,0.51635
Fear,0.96133,0.96965,0.01219,0.01999,0.88243,0.52366
Fear,0.94197,0.99376,0.02387,0.04923,0.86755,0.58398
Fear,0.86679,0.95652,0.07704,0.02815,0.89213,0.51834
Fear,0.83177,0.991,0.08868,0.0171,0.96577,0.53192
Fear,0.92956,0.93266,0.02682,0.03119,0.91277,0.58372
Fear,0.87633,0.84741,0.06378,0.06057,0.9503,0.41341
Fear,0.91584,0.91061,0.04262,0.05605,0.80279,0.58673
Fear,0.80792,0.97721,0.02737,0.06405,0.91307,0.40816
Fear,0.92628,0.9793,0.06169,0.04369,0.93799,0.54776
Fear,0.9847,0.98986,0.05667,0.01335,0.84775,0.4919
Fear,0.98374,0.84432,0.02667,0.0449,0.99312,0.43262
Fear,0.95649,0.7888,0.00775,0.01842,0.87796,0.55304
Fear,0.9393,0.95214,0.05766,0.08237,0.80972,0.48658
Fear,0.97777,0.99235,0.02996,0.01192,0.91675,0.59352
Fear,0.92998,0.93151,0.02708,0.06916,0.89959,0.5728
Fear,0.92058,0.82958,0.00961,0.0185,0.81565,0.52675
Fear,0.96351,0.96689,0.00356,0.03423,0.80337,0.55676
Fear,0.98586,0.91616,0.06978,0.00773,0.81484,0.42362
Fear,0.99426,0.93211,0.06187,0.04597,0.8325,0.59464
Fear,0.91682,0.97283,0.03091,0.06104,0.87179,0.49154
Happiness,0.02686,0.51967,0.99467,0.5548,0.0063,0.29426
Happiness,0.04173,0.38694,0.91017,0.51825,0.03691,0.0486
Happiness,0.11215,0.49002,0.88304,0.46415,0.14738,0.2405
Happiness,0.03887,0.54376,0.88896,0.40309,0.22548,0.10883
Happiness,0.0323,0.52575,0.8853,0.72774,0.16082,0.0757
Happiness,0.09411,0.54283,0.95123,0.38987,0.2406,0.11395
Happiness,0.05338,0.50844,0.99621,0.84093,0.2192,0.09724
Happiness,0.00468,0.42298,0.94122,0.51897,0.18248,0.12354
Happiness,0.0596,0.45957,0.96274,0.10351,0.11169,0.04685
